,설립구분,지역,학교명,기준연도,출생년도,학년,구분,학생수
683609,공립,충청북도 단양군,가곡초등학교보발분교장,2018,11,1학년,in,1
689861,공립,충청북도 단양군,가곡초등학교보발분교장,2018,11,1학년,out,0
696113,공립,충청북도 단양군,가곡초등학교보발분교장,2018,11,1학년,ttl,0
98170,공립,충청북도 단양군,가곡초등학교보발분교장,2024,12,6학년,in,0
104472,공립,충청북도 단양군,가곡초등학교보발분교장,2024,12,6학년,out,0
110774,공립,충청북도 단양군,가곡초등학교보발분교장,2024,12,6학년,ttl,0
192756,공립,충청북도 단양군,가곡초등학교보발분교장,2023,12,5학년,in,0
199063,공립,충청북도 단양군,가곡초등학교보발분교장,2023,12,5학년,out,0
205370,공립,충청북도 단양군,가곡초등학교보발분교장,2023,12,5학년,ttl,0
287372,공립,충청북도 단양군,가곡초등학교보발분교장,2022,12,4학년,in,0
293681,공립,충청북도 단양군,가곡초등학교보발분교장,2022,12,4학년,out,0
299990,공립,충청북도 단양군,가곡초등학교보발분교장,2022,12,4학년,ttl,0
381998,공립,충청북도 단양군,가곡초등학교보발분교장,2021,12,3학년,in,0
388307,공립,충청북도 단양군,가곡초등학교보발분교장,2021,12,3학년,out,0
394616,공립,충청북도 단양군,가곡초등학교보발분교장,2021,12,3학년,ttl,0
476549,공립,충청북도 단양군,가곡초등학교보발분교장,2020,12,2학년,in,0
482838,공립,충청북도 단양군,가곡초등학교보발분교장,2020,12,2학년,out,0
489127,공립,충청북도 단양군,가곡초등학교보발분교장,2020,12,2학년,ttl,0
570862,공립,충청북도 단양군,가곡초등학교보발분교장,2019,12,1학년,in,0
577127,공립,충청북도 단양군,가곡초등학교보발분교장,2019,12,1학년,out,0
583392,공립,충청북도 단양군,가곡초등학교보발분교장,2019,12,1학년,ttl,0
552125,공립,충청북도 청주시 상당구,가덕초등학교,2020,08,6학년,in,0
558414,공립,충청북도 청주시 상당구,가덕초등학교,2020,08,6학년,out,0
564703,공립,충청북도 청주시 상당구,가덕초등학교,2020,08,6학년,ttl,7
646150,공립,충청북도 청주시 상당구,가덕초등학교,2019,08,5학년,in,0
652415,공립,충청북도 청주시 상당구,가덕초등학교,2019,08,5학년,out,0
658680,공립,충청북도 청주시 상당구,가덕초등학교,2019,08,5학년,ttl,7
739988,공립,충청북도 청주시 상당구,가덕초등학교,2018,08,4학년,in,0
746240,공립,충청북도 청주시 상당구,가덕초등학교,2018,08,4학년,out,0
752492,공립,충청북도 청주시 상당구,가덕초등학교,2018,08,4학년,ttl,8
833702,공립,충청북도 청주시 상당구,가덕초등학교,2017,08,3학년,in,2
839945,공립,충청북도 청주시 상당구,가덕초등학교,2017,08,3학년,out,1
846188,공립,충청북도 청주시 상당구,가덕초등학교,2017,08,3학년,ttl,8
927251,공립,충청북도 청주시 상당구,가덕초등학교,2016,08,2학년,in,1
933470,공립,충청북도 청주시 상당구,가덕초등학교,2016,08,2학년,out,1
939689,공립,충청북도 청주시 상당구,가덕초등학교,2016,08,2학년,ttl,7
1020520,공립,충청북도 청주시 상당구,가덕초등학교,2015,08,1학년,in,0
1026731,공립,충청북도 청주시 상당구,가덕초등학교,2015,08,1학년,out,1
1032942,공립,충청북도 청주시 상당구,가덕초등학교,2015,08,1학년,ttl,7
438886,공립,충청북도 청주시 상당구,가덕초등학교,2021,09,6학년,in,0
445195,공립,충청북도 청주시 상당구,가덕초등학교,2021,09,6학년,out,0
451504,공립,충청북도 청주시 상당구,가덕초등학교,2021,09,6학년,ttl,5
533258,공립,충청북도 청주시 상당구,가덕초등학교,2020,09,5학년,in,0
539547,공립,충청북도 청주시 상당구,가덕초등학교,2020,09,5학년,out,1
545836,공립,충청북도 청주시 상당구,가덕초등학교,2020,09,5학년,ttl,6
627355,공립,충청북도 청주시 상당구,가덕초등학교,2019,09,4학년,in,0
633620,공립,충청북도 청주시 상당구,가덕초등학교,2019,09,4학년,out,0
639885,공립,충청북도 청주시 상당구,가덕초등학교,2019,09,4학년,ttl,6
721232,공립,충청북도 청주시 상당구,가덕초등학교,2018,09,3학년,in,0
727484,공립,충청북도 청주시 상당구,가덕초등학교,2018,09,3학년,out,0
733736,공립,충청북도 청주시 상당구,가덕초등학교,2018,09,3학년,ttl,6
814973,공립,충청북도 청주시 상당구,가덕초등학교,2017,09,2학년,in,1
821216,공립,충청북도 청주시 상당구,가덕초등학교,2017,09,2학년,out,0
827459,공립,충청북도 청주시 상당구,가덕초등학교,2017,09,2학년,ttl,6
908594,공립,충청북도 청주시 상당구,가덕초등학교,2016,09,1학년,in,1
914813,공립,충청북도 청주시 상당구,가덕초등학교,2016,09,1학년,out,1
921032,공립,충청북도 청주시 상당구,가덕초등학교,2016,09,1학년,ttl,7
325331,공립,충청북도 청주시 상당구,가덕초등학교,2022,10,6학년,in,0
331640,공립,충청북도 청주시 상당구,가덕초등학교,2022,10,6학년,out,1
337949,공립,충청북도 청주시 상당구,가덕초등학교,2022,10,6학년,ttl,8
419959,공립,충청북도 청주시 상당구,가덕초등학교,2021,10,5학년,in,0
426268,공립,충청북도 청주시 상당구,가덕초등학교,2021,10,5학년,out,0
432577,공립,충청북도 청주시 상당구,가덕초등학교,2021,10,5학년,ttl,8
514391,공립,충청북도 청주시 상당구,가덕초등학교,2020,10,4학년,in,0
520680,공립,충청북도 청주시 상당구,가덕초등학교,2020,10,4학년,out,1
526969,공립,충청북도 청주시 상당구,가덕초등학교,2020,10,4학년,ttl,8
608560,공립,충청북도 청주시 상당구,가덕초등학교,2019,10,3학년,in,0
614825,공립,충청북도 청주시 상당구,가덕초등학교,2019,10,3학년,out,1
621090,공립,충청북도 청주시 상당구,가덕초등학교,2019,10,3학년,ttl,9
702476,공립,충청북도 청주시 상당구,가덕초등학교,2018,10,2학년,in,0
708728,공립,충청북도 청주시 상당구,가덕초등학교,2018,10,2학년,out,1
714980,공립,충청북도 청주시 상당구,가덕초등학교,2018,10,2학년,ttl,10
796244,공립,충청북도 청주시 상당구,가덕초등학교,2017,10,1학년,in,1
802487,공립,충청북도 청주시 상당구,가덕초등학교,2017,10,1학년,out,0
808730,공립,충청북도 청주시 상당구,가덕초등학교,2017,10,1학년,ttl,9
211781,공립,충청북도 청주시 상당구,가덕초등학교,2023,11,6학년,in,0
218088,공립,충청북도 청주시 상당구,가덕초등학교,2023,11,6학년,out,0
224395,공립,충청북도 청주시 상당구,가덕초등학교,2023,11,6학년,ttl,5
306404,공립,충청북도 청주시 상당구,가덕초등학교,2022,11,5학년,in,0
312713,공립,충청북도 청주시 상당구,가덕초등학교,2022,11,5학년,out,0
319022,공립,충청북도 청주시 상당구,가덕초등학교,2022,11,5학년,ttl,5
401032,공립,충청북도 청주시 상당구,가덕초등학교,2021,11,4학년,in,0
407341,공립,충청북도 청주시 상당구,가덕초등학교,2021,11,4학년,out,0
413650,공립,충청북도 청주시 상당구,가덕초등학교,2021,11,4학년,ttl,5
495524,공립,충청북도 청주시 상당구,가덕초등학교,2020,11,3학년,in,0
501813,공립,충청북도 청주시 상당구,가덕초등학교,2020,11,3학년,out,1
508102,공립,충청북도 청주시 상당구,가덕초등학교,2020,11,3학년,ttl,5
589765,공립,충청북도 청주시 상당구,가덕초등학교,2019,11,2학년,in,0
596030,공립,충청북도 청주시 상당구,가덕초등학교,2019,11,2학년,out,0
602295,공립,충청북도 청주시 상당구,가덕초등학교,2019,11,2학년,ttl,6
683720,공립,충청북도 청주시 상당구,가덕초등학교,2018,11,1학년,in,0
689972,공립,충청북도 청주시 상당구,가덕초등학교,2018,11,1학년,out,0
696224,공립,충청북도 청주시 상당구,가덕초등학교,2018,11,1학년,ttl,6
98274,공립,충청북도 청주시 상당구,가덕초등학교,2024,12,6학년,in,0
104576,공립,충청북도 청주시 상당구,가덕초등학교,2024,12,6학년,out,1
110878,공립,충청북도 청주시 상당구,가덕초등학교,2024,12,6학년,ttl,10
192860,공립,충청북도 청주시 상당구,가덕초등학교,2023,12,5학년,in,1
199167,공립,충청북도 청주시 상당구,가덕초등학교,2023,12,5학년,out,1
205474,공립,충청북도 청주시 상당구,가덕초등학교,2023,12,5학년,ttl,10
287477,공립,충청북도 청주시 상당구,가덕초등학교,2022,12,4학년,in,1
293786,공립,충청북도 청주시 상당구,가덕초등학교,2022,12,4학년,out,1
300095,공립,충청북도 청주시 상당구,가덕초등학교,2022,12,4학년,ttl,10
382105,공립,충청북도 청주시 상당구,가덕초등학교,2021,12,3학년,in,0
388414,공립,충청북도 청주시 상당구,가덕초등학교,2021,12,3학년,out,0
394723,공립,충청북도 청주시 상당구,가덕초등학교,2021,12,3학년,ttl,10
476657,공립,충청북도 청주시 상당구,가덕초등학교,2020,12,2학년,in,0
482946,공립,충청북도 청주시 상당구,가덕초등학교,2020,12,2학년,out,2
489235,공립,충청북도 청주시 상당구,가덕초등학교,2020,12,2학년,ttl,12
570970,공립,충청북도 청주시 상당구,가덕초등학교,2019,12,1학년,in,2
577235,공립,충청북도 청주시 상당구,가덕초등학교,2019,12,1학년,out,1
583500,공립,충청북도 청주시 상당구,가덕초등학교,2019,12,1학년,ttl,10
552018,공립,충청북도 단양군,가평초등학교,2020,08,6학년,in,0
558307,공립,충청북도 단양군,가평초등학교,2020,08,6학년,out,0
564596,공립,충청북도 단양군,가평초등학교,2020,08,6학년,ttl,1
646043,공립,충청북도 단양군,가평초등학교,2019,08,5학년,in,0
652308,공립,충청북도 단양군,가평초등학교,2019,08,5학년,out,1
658573,공립,충청북도 단양군,가평초등학교,2019,08,5학년,ttl,4
739878,공립,충청북도 단양군,가평초등학교,2018,08,4학년,in,0
746130,공립,충청북도 단양군,가평초등학교,2018,08,4학년,out,0
752382,공립,충청북도 단양군,가평초등학교,2018,08,4학년,ttl,2
833590,공립,충청북도 단양군,가평초등학교,2017,08,3학년,in,0
839833,공립,충청북도 단양군,가평초등학교,2017,08,3학년,out,0
846076,공립,충청북도 단양군,가평초등학교,2017,08,3학년,ttl,2
927138,공립,충청북도 단양군,가평초등학교,2016,08,2학년,in,0
933357,공립,충청북도 단양군,가평초등학교,2016,08,2학년,out,0
939576,공립,충청북도 단양군,가평초등학교,2016,08,2학년,ttl,1
1020407,공립,충청북도 단양군,가평초등학교,2015,08,1학년,in,0
1026618,공립,충청북도 단양군,가평초등학교,2015,08,1학년,out,0
1032829,공립,충청북도 단양군,가평초등학교,2015,08,1학년,ttl,1
438780,공립,충청북도 단양군,가평초등학교,2021,09,6학년,in,2
445089,공립,충청북도 단양군,가평초등학교,2021,09,6학년,out,1
451398,공립,충청북도 단양군,가평초등학교,2021,09,6학년,ttl,7
533151,공립,충청북도 단양군,가평초등학교,2020,09,5학년,in,1
539440,공립,충청북도 단양군,가평초등학교,2020,09,5학년,out,1
545729,공립,충청북도 단양군,가평초등학교,2020,09,5학년,ttl,7
627248,공립,충청북도 단양군,가평초등학교,2019,09,4학년,in,0
633513,공립,충청북도 단양군,가평초등학교,2019,09,4학년,out,1
639778,공립,충청북도 단양군,가평초등학교,2019,09,4학년,ttl,7
721122,공립,충청북도 단양군,가평초등학교,2018,09,3학년,in,0
727374,공립,충청북도 단양군,가평초등학교,2018,09,3학년,out,1
733626,공립,충청북도 단양군,가평초등학교,2018,09,3학년,ttl,8
814861,공립,충청북도 단양군,가평초등학교,2017,09,2학년,in,0
821104,공립,충청북도 단양군,가평초등학교,2017,09,2학년,out,0
827347,공립,충청북도 단양군,가평초등학교,2017,09,2학년,ttl,8
908481,공립,충청북도 단양군,가평초등학교,2016,09,1학년,in,0
914700,공립,충청북도 단양군,가평초등학교,2016,09,1학년,out,0
920919,공립,충청북도 단양군,가평초등학교,2016,09,1학년,ttl,7
325227,공립,충청북도 단양군,가평초등학교,2022,10,6학년,in,0
331536,공립,충청북도 단양군,가평초등학교,2022,10,6학년,out,0
337845,공립,충청북도 단양군,가평초등학교,2022,10,6학년,ttl,2
419853,공립,충청북도 단양군,가평초등학교,2021,10,5학년,in,1
426162,공립,충청북도 단양군,가평초등학교,2021,10,5학년,out,0
432471,공립,충청북도 단양군,가평초등학교,2021,10,5학년,ttl,1
514284,공립,충청북도 단양군,가평초등학교,2020,10,4학년,in,1
520573,공립,충청북도 단양군,가평초등학교,2020,10,4학년,out,1
526862,공립,충청북도 단양군,가평초등학교,2020,10,4학년,ttl,0
608453,공립,충청북도 단양군,가평초등학교,2019,10,3학년,in,0
614718,공립,충청북도 단양군,가평초등학교,2019,10,3학년,out,1
620983,공립,충청북도 단양군,가평초등학교,2019,10,3학년,ttl,1
702366,공립,충청북도 단양군,가평초등학교,2018,10,2학년,in,0
708618,공립,충청북도 단양군,가평초등학교,2018,10,2학년,out,0
714870,공립,충청북도 단양군,가평초등학교,2018,10,2학년,ttl,1
796132,공립,충청북도 단양군,가평초등학교,2017,10,1학년,in,0
802375,공립,충청북도 단양군,가평초등학교,2017,10,1학년,out,0
808618,공립,충청북도 단양군,가평초등학교,2017,10,1학년,ttl,1
211678,공립,충청북도 단양군,가평초등학교,2023,11,6학년,in,0
217985,공립,충청북도 단양군,가평초등학교,2023,11,6학년,out,2
224292,공립,충청북도 단양군,가평초등학교,2023,11,6학년,ttl,4
306300,공립,충청북도 단양군,가평초등학교,2022,11,5학년,in,2
312609,공립,충청북도 단양군,가평초등학교,2022,11,5학년,out,0
318918,공립,충청북도 단양군,가평초등학교,2022,11,5학년,ttl,3
400926,공립,충청북도 단양군,가평초등학교,2021,11,4학년,in,1
407235,공립,충청북도 단양군,가평초등학교,2021,11,4학년,out,0
413544,공립,충청북도 단양군,가평초등학교,2021,11,4학년,ttl,2
495417,공립,충청북도 단양군,가평초등학교,2020,11,3학년,in,0
501706,공립,충청북도 단양군,가평초등학교,2020,11,3학년,out,1
507995,공립,충청북도 단양군,가평초등학교,2020,11,3학년,ttl,3
589658,공립,충청북도 단양군,가평초등학교,2019,11,2학년,in,0
595923,공립,충청북도 단양군,가평초등학교,2019,11,2학년,out,0
602188,공립,충청북도 단양군,가평초등학교,2019,11,2학년,ttl,3
683610,공립,충청북도 단양군,가평초등학교,2018,11,1학년,in,0
